transaction_id,product_id,customer_id,amount,timestamp
73,39,14,392.35,2024-02-02 14:30:42
74,67,23,430.66,2020-07-11 07:38:29
75,49,23,306.75,2021-01-23 08:10:12
76,68,137,443.85,2024-01-03 13:29:52
77,26,107,206.88,2020-08-31 20:13:47
78,92,90,412.78,2022-10-02 20:00:06
79,70,176,194.29,2023-02-04 04:34:27
80,37,2,165.62,2024-09-21 18:47:11
81,74,18,55.14,2025-01-31 21:49:32
82,31,52,36.75,2023-07-12 09:30:29
83,31,16,263.81,2024-06-16 05:43:28
84,54,56,378.4,2021-01-12 12:21:50
85,8,197,375.95,2024-07-30 21:28:47
86,2,146,48.95,2020-03-05 05:27:17
87,3,168,171.9,2020-11-11 19:57:27
88,26,146,459.95,2020-08-16 15:00:36
89,41,125,495.79,2021-01-19 02:12:41
90,85,127,489.56,2024-11-28 14:40:04
91,53,20,170.16,2023-05-20 16:25:39
92,9,114,361.77,2023-04-23 21:37:51
93,24,39,402.81,2024-04-11 14:34:13
94,10,162,195.4,2023-03-28 04:05:17
95,46,123,226.19,2024-09-16 07:25:10
96,4,32,435.97,2020-11-11 03:32:01
97,33,114,179.9,2022-04-23 20:05:47
98,60,112,349.08,2022-03-07 01:36:04
99,33,119,87.21,2021-01-21 17:40:07
100,11,121,158.11,2021-12-05 13:03:03
101,80,168,276.48,2020-12-12 12:33:39
102,41,45,127.16,2022-03-22 03:24:18
103,27,38,260.24,2022-10-06 04:31:32
104,56,26,43.11,2021-08-02 23:50:12
105,34,126,356.21,2023-09-02 10:29:23
106,87,77,306.93,2020-11-05 10:57:55
107,78,162,389.36,2024-11-16 03:19:04
108,1,66,85.06,2021-10-14 21:59:59
109,89,23,476.68,2022-01-19 23:04:28
110,77,55,65.71,2022-05-24 20:32:39
111,18,54,82.66,2020-12-16 18:23:06
112,70,102,212.85,2020-09-18 11:46:16
113,72,182,400.65,2022-09-10 15:37:46
114,8,27,486.99,2021-08-12 09:52:47
115,62,87,412.22,2021-01-26 04:58:38
116,72,119,328.21,2024-06-02 12:32:03
117,59,166,45.74,2024-01-29 01:39:21
118,45,36,97.1,2022-05-17 22:56:08
119,5,81,23.61,2022-08-03 14:12:27
120,1,42,419.43,2022-06-03 06:19:00
121,100,15,365.36,2022-08-21 13:26:49
122,34,107,497.7,2023-01-10 06:01:43
123,91,158,112.92,2022-08-22 07:02:54
124,53,65,160.2,2022-03-17 17:16:29
125,98,82,149.6,2020-04-02 13:02:05
126,43,121,312.65,2021-06-19 04:36:56
127,59,4,309.19,2020-03-08 18:22:56
128,47,92,27.32,2024-07-14 02:23:06
129,64,126,479.27,2023-06-30 17:31:04
130,56,178,236.13,2020-10-04 12:53:24
131,53,156,107.26,2023-03-26 05:18:46
132,81,14,260.5,2020-08-19 23:28:07
133,68,167,230.05,2020-06-24 22:01:03
134,71,196,48.74,2021-10-12 08:46:31
135,58,186,93.97,2024-07-19 09:25:06
136,48,147,293.45,2022-07-15 07:24:03
137,25,147,319.84,2022-07-04 09:04:20
138,79,177,148.79,2024-08-29 04:47:26
139,63,127,133.96,2025-01-20 08:54:05
140,50,1,328.11,2023-06-02 16:41:21
141,3,122,97.9,2022-09-04 09:08:25
142,90,158,41.58,2021-10-17 06:56:21
143,75,179,222.77,2024-04-20 17:09:18
144,95,43,271.24,2024-09-24 03:44:14
145,88,82,300.46,2022-02-05 21:54:27
146,66,74,103.26,2021-12-13 16:27:33
147,9,39,276.39,2024-06-22 17:37:58
148,29,88,269.55,2022-09-14 21:25:49
149,77,134,313.04,2023-04-24 11:36:41
150,96,40,159.29,2024-02-14 01:12:46
151,63,124,323.47,2020-12-03 00:44:23
152,48,153,376.2,2022-10-17 07:15:32
153,90,185,307.49,2020-08-19 09:59:31
154,15,100,420.24,2023-05-06 00:43:09
155,57,13,140.95,2020-08-09 09:57:42
156,58,4,81.6,2021-07-18 03:26:26
157,55,120,424.81,2023-01-27 22:31:07
158,61,103,70.47,2023-08-26 00:53:56
159,17,34,230.48,2021-12-17 06:42:19
160,5,72,116.79,2020-12-10 18:49:46
161,98,79,317.19,2020-07-29 00:58:03
162,24,113,329.66,2020-11-15 00:18:30
163,34,81,164.26,2023-02-10 12:55:55
164,96,143,388.77,2023-08-10 17:09:10
165,92,136,376.11,2022-07-13 05:21:22
166,30,21,164.85,2023-10-20 14:01:41
167,25,185,336.81,2023-02-24 10:27:06
168,68,194,56.62,2023-03-13 13:27:46
169,22,95,392.41,2020-03-19 23:27:14
170,83,114,229.76,2024-06-08 20:58:16
171,4,117,297.39,2021-09-25 01:52:03
172,38,80,308.22,2024-12-28 21:48:27
173,1,166,77.3,2023-06-30 10:59:53
174,81,173,229.54,2024-05-07 05:20:40
175,33,128,110.85,2020-03-12 02:24:43
176,49,152,81.24,2022-06-21 11:07:46
177,46,57,194.71,2021-02-03 09:01:14
178,89,22,453.4,2021-03-07 15:11:00
179,39,3,94.15,2022-08-02 09:46:57
180,8,179,279.54,2022-09-25 19:53:52
181,41,113,242.53,2024-03-04 06:29:08
182,16,81,348.86,2022-05-21 11:01:03
183,91,124,195.3,2023-06-05 01:19:11
184,6,15,33.81,2020-05-12 11:54:08
185,55,87,319.13,2021-07-10 02:26:53
186,27,131,269.99,2023-10-25 16:17:34
187,34,180,75.49,2023-03-31 05:36:40
188,91,197,387.68,2020-10-14 09:55:44
189,9,138,202.82,2021-01-19 19:47:51
190,87,46,179.22,2024-11-24 01:11:12
191,60,28,262.16,2020-12-30 20:37:54
192,25,180,398.74,2020-04-08 12:16:22
193,46,158,432.19,2024-03-05 07:20:48
194,2,200,103.27,2024-05-12 04:49:45
195,44,21,376.01,2022-03-11 16:55:41
196,90,131,196.61,2021-07-13 07:12:51
197,55,34,158.32,2024-07-10 04:08:22
198,97,120,284.51,2021-02-06 06:06:04
199,61,143,37.72,2022-10-09 23:05:55
200,15,173,54.65,2021-11-17 00:46:55
201,63,62,448.15,2023-09-16 19:29:23
202,63,84,261.89,2022-12-01 05:02:19
203,9,65,83.51,2022-06-14 11:03:32
204,86,138,406.87,2025-01-28 15:38:12
205,99,52,360.42,2020-07-09 15:57:28
206,4,80,456.24,2023-07-19 14:21:19
207,91,76,299.98,2024-06-17 16:06:59
208,64,56,269.62,2023-03-23 20:55:03
209,60,156,234.23,2021-08-13 07:38:43
210,48,80,403.58,2024-05-25 00:28:20
211,82,142,47.78,2022-06-15 10:11:30
212,19,35,114.99,2022-09-19 05:18:26
213,85,10,156.37,2022-09-03 09:03:38
214,65,67,395.69,2022-02-17 15:46:15
215,7,18,499.95,2024-07-05 21:03:09
216,14,24,60.05,2020-05-06 07:15:18
217,53,124,176.71,2023-12-01 10:03:06
218,29,141,103.7,2022-04-15 00:27:25
219,68,80,246.25,2022-08-26 08:19:48
220,41,154,445.81,2022-07-03 19:52:12
221,89,26,134.56,2022-05-20 20:10:30
222,13,174,443.76,2024-05-12 22:35:51
223,97,175,421.78,2024-11-07 00:09:14
224,45,147,221.97,2022-10-09 15:51:13
225,92,124,325.7,2020-08-10 15:14:43
226,44,157,327.79,2024-10-10 03:32:32
227,3,46,120.94,2022-04-13 16:40:20
228,20,190,470.08,2021-04-14 22:56:48
229,96,183,304.53,2024-09-24 14:12:08
230,29,132,105.17,2021-04-18 03:46:50
231,12,50,113.54,2023-05-07 21:52:18
232,67,190,72.92,2023-01-14 10:01:37
233,66,158,85.65,2022-09-16 22:12:25
234,97,28,262.44,2024-04-19 14:06:09
235,1,135,162.62,2020-11-01 05:30:34
236,67,52,216.03,2022-08-09 04:01:27
237,20,41,279.31,2023-12-27 16:34:38
238,6,197,381.95,2024-09-17 03:38:47
239,46,100,40.03,2023-01-31 15:24:34
240,65,9,71.64,2020-02-24 08:07:00
241,20,17,273.18,2020-11-23 12:14:39
242,24,193,467.63,2021-12-29 11:40:04
243,75,25,387.31,2023-08-16 04:26:56
244,14,130,355.72,2022-01-12 07:17:35
245,55,19,399.21,2021-11-19 03:21:21
246,39,186,248.44,2021-12-16 15:54:52
247,25,85,465.62,2021-10-30 22:18:59
248,15,153,279.17,2020-11-25 03:36:07
249,41,198,393.97,2022-07-27 17:51:24
250,25,142,215.03,2021-09-30 23:29:25
251,50,21,374.39,2020-10-27 18:46:26
252,32,21,398.58,2023-01-19 19:24:07
253,60,105,20.82,2021-10-13 02:57:09
254,62,110,256.93,2022-07-04 18:15:58
255,98,29,331.17,2020-12-06 11:41:16
256,83,174,144.64,2020-02-21 14:43:54
257,95,78,337.69,2024-12-05 06:03:23
258,89,70,396.81,2024-07-06 16:41:39
259,19,104,158.12,2021-07-19 16:27:02
260,82,8,189.84,2023-06-10 22:33:24
261,92,118,367.06,2020-08-16 18:59:53
262,89,152,388.22,2020-09-09 18:09:11
263,65,113,119.42,2024-09-29 13:38:06
264,31,86,20.67,2024-03-20 19:01:55
265,33,160,39.89,2024-08-25 16:22:49
266,2,38,394.59,2021-12-09 00:15:24
267,9,158,481.68,2021-09-19 06:31:17
268,70,157,254.86,2025-01-01 14:36:01
269,45,30,497.33,2022-12-02 18:44:55
270,95,93,402.14,2020-03-30 20:53:54
271,48,113,325.55,2024-07-05 12:38:18
272,89,162,438.35,2021-12-27 23:14:17
273,59,62,256.94,2024-02-20 06:44:53
274,77,105,73.24,2021-08-10 12:35:45
275,63,115,151.93,2022-05-09 21:16:28
276,80,160,403.76,2022-11-04 07:20:18
277,23,185,283.08,2021-08-16 18:35:07
278,16,12,374.42,2024-08-09 21:20:43
279,54,26,67.92,2020-03-19 12:16:34
280,29,82,45.65,2021-02-06 19:03:40
281,67,10,336.55,2022-01-07 23:33:46
282,16,169,329.57,2023-05-16 10:29:30
283,23,170,434.22,2024-05-24 02:06:09
284,80,133,357.67,2020-08-20 23:36:24
285,76,185,108.82,2020-07-16 19:12:08
286,13,43,97.22,2022-01-30 04:58:01
287,97,180,85.7,2024-06-26 08:00:33
288,91,119,293.46,2023-05-20 08:14:42
289,17,75,392.22,2023-06-09 08:04:56
290,35,122,77.84,2021-04-10 05:45:37
291,24,170,43.99,2020-05-17 09:48:26
292,59,146,408.38,2020-04-10 12:59:44
293,26,4,286.3,2021-08-10 01:28:47
294,86,139,303.46,2021-07-08 00:29:01
295,36,153,267.46,2020-11-07 10:54:34
296,88,27,100.04,2021-08-03 22:14:05
297,75,72,25.35,2023-10-25 17:38:59
298,46,52,293.41,2020-08-04 11:20:46
299,44,31,14.64,2023-11-12 03:43:31
300,90,169,25.16,2024-02-25 06:37:18
301,3,96,424.15,2024-10-02 23:39:47
302,39,160,203.36,2024-02-26 17:10:27
303,64,96,489.44,2021-12-18 09:21:28
304,31,114,296.75,2023-02-01 17:11:37
305,53,86,211.71,2023-02-04 02:08:08
306,73,128,218.4,2022-09-13 19:11:53
307,22,42,177.25,2023-03-07 17:08:52
308,14,38,389.22,2021-06-14 22:41:31
309,64,4,175.26,2021-05-17 06:59:19
310,91,187,163.88,2022-04-29 04:11:25
311,46,190,15.79,2023-02-13 12:23:33
312,95,109,429.14,2022-08-13 16:32:11
313,58,67,209.96,2024-04-27 06:05:59
314,22,140,186.58,2021-10-12 07:12:26
315,87,129,58.53,2024-10-15 07:22:23
316,1,87,146.88,2021-05-17 02:09:47
317,68,145,30.63,2024-07-04 00:10:25
318,18,192,483.65,2021-12-13 23:06:35
319,69,57,127.04,2022-05-10 19:04:22
320,91,20,204.24,2022-11-25 00:26:40
321,48,38,10.38,2020-10-16 10:26:23
322,39,94,402.65,2022-01-15 09:57:53
323,56,41,223.49,2020-10-08 01:09:34
324,52,148,445.12,2022-05-28 21:46:32
325,4,192,305.15,2023-11-18 23:00:54
326,57,179,112.51,2021-11-19 04:18:18
327,25,24,408.97,2020-09-10 18:27:22
328,81,2,427.33,2020-02-18 00:07:54
329,72,182,75.33,2020-02-05 10:01:35
330,16,70,219.49,2020-09-08 18:10:37
331,42,167,221.26,2022-10-09 04:40:37
332,13,103,475.82,2021-08-28 13:51:28
333,95,154,295.71,2021-05-31 23:32:19
334,69,131,86.73,2020-11-19 08:19:04
335,2,130,280.25,2021-02-10 02:04:28
336,2,85,106.68,2020-07-25 11:09:03
337,81,17,457.15,2023-12-10 07:00:41
338,48,187,54.21,2024-01-04 22:26:59
339,16,160,252.44,2021-05-21 08:24:05
340,65,33,413.79,2024-07-17 07:47:13
341,35,75,129.68,2024-01-01 07:29:39
342,5,143,331.37,2022-10-23 16:59:30
343,91,109,411.46,2022-12-16 21:43:50
344,81,64,200.7,2023-05-03 14:03:32
345,80,197,147.34,2020-06-21 05:42:53
346,38,10,271.48,2023-09-22 09:52:34
347,15,107,16.62,2020-10-07 04:41:48
348,14,140,377.9,2022-02-02 05:21:46
349,8,108,210.15,2024-08-08 07:50:52
350,62,135,160.69,2021-01-04 17:23:40
351,52,4,407.09,2020-09-28 07:52:27
352,100,195,167.31,2021-12-08 16:27:45
353,65,132,209.66,2024-08-06 04:30:36
354,100,84,386.74,2023-03-28 12:43:17
355,60,180,425.97,2024-09-15 21:32:48
356,21,3,65.32,2022-11-12 06:57:17
357,51,50,462.56,2022-12-20 00:10:33
358,75,147,150.97,2023-08-31 15:09:56
359,97,133,415.61,2021-08-20 11:21:28
360,63,152,376.69,2021-09-14 07:02:26
361,28,62,405.46,2023-07-11 19:00:37
362,41,8,297.83,2020-05-03 06:03:34
363,89,13,207.24,2023-11-25 19:33:52
364,41,90,337.76,2023-09-06 02:05:24
365,53,131,328.0,2020-10-29 00:05:24
366,16,163,235.62,2025-01-13 00:17:00
367,3,193,14.16,2022-03-23 00:05:15
368,11,36,325.87,2022-06-22 15:44:50
369,88,10,47.21,2020-07-07 08:14:26
370,85,120,41.76,2023-04-04 06:51:02
371,16,135,303.77,2023-08-09 01:24:07
372,5,21,51.48,2023-11-21 15:30:10
373,66,56,408.07,2020-06-22 13:47:04
374,27,133,55.4,2024-05-04 14:19:49
375,16,196,198.47,2023-08-17 16:56:01
376,70,84,421.0,2020-10-15 16:44:36
377,17,67,435.67,2024-01-28 09:23:53
378,72,179,265.92,2024-03-26 12:40:52
379,13,162,388.24,2024-11-08 09:42:28
380,65,50,240.21,2022-09-27 14:42:07
381,94,183,434.98,2020-09-30 05:22:20
382,37,95,175.89,2022-07-11 19:38:35
383,80,47,173.49,2020-11-02 13:27:21
384,90,198,404.6,2024-05-31 12:26:08
385,84,37,425.87,2023-07-27 19:11:15
386,55,60,214.07,2022-05-10 05:25:35
387,35,81,444.48,2022-08-10 14:41:05
388,80,102,246.07,2022-09-24 19:31:45
389,37,95,477.46,2020-06-30 02:48:41
390,74,1,127.12,2023-05-24 04:12:55
391,93,59,228.37,2021-11-25 20:18:48
392,3,27,401.67,2022-05-31 05:20:42
393,33,53,342.74,2021-10-09 18:44:16
394,29,173,203.99,2024-10-16 19:53:00
395,64,122,367.49,2021-04-10 19:02:48
396,5,165,95.96,2020-06-26 01:46:13
397,75,81,439.33,2023-08-29 22:27:38
398,8,115,388.8,2023-03-17 17:07:28
399,74,171,470.37,2024-01-02 08:32:33
400,4,7,478.24,2024-05-13 12:47:48
401,65,123,377.97,2021-07-05 08:45:36
402,40,130,142.9,2024-10-11 06:47:57
403,59,96,274.96,2022-03-23 13:21:11
404,22,9,353.69,2024-01-24 11:33:45
405,8,130,321.92,2024-04-29 05:07:49
406,67,142,153.63,2023-03-23 16:20:53
407,31,111,191.26,2024-09-17 11:03:01
408,76,67,231.02,2020-02-08 05:20:04
409,18,10,84.98,2020-06-15 11:30:54
410,29,49,23.27,2021-12-26 05:02:31
411,95,120,279.56,2022-07-27 15:22:32
412,23,54,358.18,2024-07-12 18:12:48
413,90,80,405.48,2022-07-28 23:44:00
414,84,90,301.45,2020-02-17 22:04:42
415,8,144,467.19,2021-12-12 05:55:45
416,59,32,321.7,2024-06-25 23:50:48
417,62,4,58.64,2020-02-08 17:57:00
418,53,200,253.36,2023-04-07 00:46:34
419,35,62,101.05,2023-04-22 09:25:40
420,66,42,119.58,2020-02-27 01:58:01
421,82,20,382.36,2022-06-09 04:35:27
422,43,106,249.62,2021-05-04 23:42:43
423,32,111,406.68,2022-03-21 20:41:56
424,1,76,12.71,2021-05-10 16:35:12
425,61,199,207.44,2021-07-08 00:01:52
426,54,155,30.88,2021-10-14 04:56:12
427,96,177,253.69,2023-01-24 21:05:45
428,71,12,189.21,2024-01-26 13:23:11
429,5,152,248.59,2024-12-12 20:52:47
430,25,50,32.31,2020-08-07 14:44:53
431,27,140,310.36,2020-02-09 15:29:14
432,81,24,448.34,2021-01-24 20:20:37
433,69,142,165.96,2024-03-25 16:05:38
434,30,34,271.42,2024-07-17 22:53:01
435,32,71,110.42,2024-07-21 13:17:44
436,44,32,155.52,2024-10-19 13:44:29
437,99,172,385.47,2021-01-08 16:19:14
438,67,79,68.51,2020-04-08 08:39:27
439,68,78,490.49,2022-09-06 14:46:50
440,99,65,211.2,2021-09-13 02:51:56
441,68,8,102.97,2023-04-13 11:30:55
442,10,42,135.27,2021-02-18 01:21:17
443,82,86,15.29,2021-06-30 00:56:10
444,65,154,114.68,2023-11-17 00:41:09
445,72,43,263.39,2021-04-06 20:31:33
446,46,142,388.26,2021-10-25 18:28:10
447,62,185,285.18,2022-12-18 09:48:12
448,95,26,200.6,2024-07-18 08:54:03
449,93,98,158.38,2022-08-31 12:56:50
450,84,199,392.42,2024-01-24 14:56:28
451,75,28,494.73,2020-09-21 20:57:44
452,47,38,134.78,2023-02-23 03:54:38
453,3,181,120.66,2021-02-03 15:10:07
454,67,50,304.82,2021-11-20 10:19:13
455,82,82,314.07,2024-04-07 02:13:56
456,19,72,126.05,2024-07-13 05:41:02
457,89,117,369.32,2022-05-03 10:12:20
458,80,182,395.74,2024-04-03 21:37:13
459,73,104,183.54,2020-09-08 14:56:28
460,14,31,241.31,2023-03-31 15:09:39
461,52,108,418.27,2020-05-06 09:47:37
462,78,98,161.42,2021-06-17 06:17:33
463,98,20,325.69,2020-07-29 18:10:43
464,80,177,87.44,2020-03-16 00:01:31
465,93,101,112.13,2022-04-05 19:42:47
466,12,149,187.46,2022-03-23 10:50:20
467,25,170,399.13,2024-04-14 15:12:40
468,95,54,43.54,2023-11-15 10:14:30
469,72,141,32.36,2020-12-24 22:20:18
470,48,66,149.04,2022-04-30 14:26:51
471,24,10,480.62,2022-06-18 09:16:28
472,64,129,251.07,2023-06-10 01:46:51
473,41,178,209.28,2020-04-26 22:46:46
474,94,152,194.78,2022-05-12 07:41:18
475,2,111,215.38,2024-04-24 18:18:25
476,81,147,161.42,2020-04-06 03:08:55
477,97,164,473.59,2020-11-15 03:21:15
478,82,100,242.04,2020-07-20 02:57:52
479,35,186,488.68,2020-05-06 06:15:56
480,80,107,227.98,2020-02-29 11:34:04
481,39,163,350.87,2023-06-27 23:59:37
482,22,6,408.39,2021-02-23 07:05:25
483,49,54,401.4,2024-06-23 18:22:05
484,3,141,84.49,2023-10-02 10:13:43
485,100,125,36.13,2020-07-03 16:09:47
486,22,91,236.52,2021-09-29 06:23:20
487,4,40,386.85,2020-10-28 09:23:20
488,59,51,25.81,2020-07-04 06:25:07
489,60,107,344.64,2022-01-27 04:54:03
490,60,30,462.59,2021-11-24 14:52:08
491,23,190,286.79,2021-09-13 09:25:30
492,12,194,255.26,2023-12-29 23:27:21
493,77,27,82.39,2024-01-13 15:33:28
494,55,190,164.37,2021-07-31 02:18:41
495,32,174,437.53,2021-11-21 19:17:03
496,74,151,346.83,2024-07-06 13:24:23
497,8,168,360.74,2024-05-02 21:57:42
498,84,179,327.38,2021-07-10 18:09:52
499,61,139,449.72,2021-06-21 01:03:50
500,92,45,124.59,2020-10-10 23:11:35
501,73,154,218.9,2022-09-25 13:00:36
502,12,170,53.87,2024-01-30 14:37:57
503,100,6,493.35,2022-06-08 08:36:05
504,83,162,126.09,2021-06-15 00:09:52
505,94,26,164.83,2023-05-08 17:35:31
506,6,175,111.51,2020-12-30 08:26:12
507,40,71,104.15,2023-06-21 04:23:48
508,9,177,352.25,2020-05-23 09:11:58
509,26,38,33.46,2021-12-02 22:20:30
510,98,104,436.39,2022-09-27 06:59:05
511,90,171,474.57,2023-05-25 12:42:18
512,12,49,25.07,2023-05-15 03:45:34
513,51,59,305.78,2023-06-06 08:06:44
514,85,81,307.53,2021-05-13 06:32:18
515,5,128,211.17,2022-10-18 19:45:38
516,94,23,116.41,2021-09-19 12:48:06
517,6,39,210.79,2023-12-08 11:24:09
518,57,57,399.52,2020-03-17 08:22:33
519,44,191,470.3,2022-12-20 11:20:13
520,27,62,125.19,2020-12-13 17:05:34
521,91,112,116.78,2021-01-02 16:29:55
522,57,59,438.25,2023-03-24 07:26:23
523,77,173,211.43,2022-03-26 18:50:02
524,34,132,204.96,2021-07-07 03:13:35
525,5,3,344.96,2024-04-19 21:02:47
526,48,200,47.12,2024-09-28 03:34:47
527,91,22,189.32,2021-06-02 11:59:07
528,68,132,300.53,2023-10-08 15:54:50
529,64,16,483.9,2023-06-11 06:00:12
530,86,20,75.64,2024-08-25 19:12:24
531,63,90,10.2,2023-11-29 22:54:50
532,54,75,231.1,2023-12-07 15:44:09
533,56,52,287.92,2020-04-30 13:42:36
534,81,134,198.35,2020-12-02 08:31:55
535,66,14,212.61,2023-06-29 01:07:12
536,10,108,271.96,2020-08-20 23:00:16
537,5,51,483.07,2020-04-11 03:48:08
538,99,33,12.76,2022-05-24 08:56:26
539,46,149,158.4,2024-09-23 06:32:32
540,5,195,191.93,2021-07-12 10:14:11
541,28,106,106.62,2023-04-29 21:25:07
542,33,183,116.45,2022-03-04 07:06:46
543,46,58,158.4,2024-01-29 23:31:02
544,12,166,20.97,2022-05-05 07:38:29
545,54,183,240.02,2024-08-01 00:39:22
546,14,79,189.37,2024-07-23 16:43:25
547,9,70,419.07,2022-12-03 13:10:40
548,18,137,13.85,2023-12-24 08:10:13
549,76,164,459.28,2022-09-15 19:11:55
550,62,90,326.78,2020-11-14 16:01:43
551,83,76,439.74,2021-09-02 21:03:23
552,51,144,175.85,2022-02-04 10:35:02
553,1,76,109.15,2021-05-06 07:24:04
554,37,21,214.97,2022-11-01 21:39:33
555,15,177,60.32,2023-01-03 11:57:50
556,73,133,311.98,2021-02-23 13:29:39
557,87,121,241.1,2024-03-16 05:56:12
558,57,101,490.22,2022-09-02 09:56:41
559,64,111,272.86,2025-01-25 18:22:15
560,91,122,490.31,2023-11-13 18:16:28
561,77,95,469.62,2021-06-07 15:04:25
562,72,47,427.81,2022-04-19 02:53:37
563,6,200,65.78,2022-12-08 07:56:44
564,39,65,253.01,2023-09-05 17:30:36
565,25,60,426.88,2020-07-23 04:54:03
566,63,8,243.99,2021-05-24 04:11:51
567,96,140,194.47,2025-01-18 13:36:57
568,16,91,331.57,2023-09-23 23:04:40
569,65,99,43.01,2023-10-24 19:56:43
570,17,143,394.65,2020-06-13 11:23:53
571,85,134,242.27,2021-12-27 18:33:32
572,15,130,297.14,2022-12-10 00:36:33
573,12,38,94.57,2021-07-14 08:35:51
574,15,167,58.49,2024-05-24 07:09:48
575,16,124,370.91,2022-05-26 17:38:00
576,82,21,109.76,2022-06-08 17:22:21
577,11,114,309.05,2024-03-19 14:07:17
578,55,123,394.81,2020-02-21 10:50:16
579,28,157,179.74,2021-01-22 14:21:06
580,56,154,237.23,2020-11-01 15:09:19
581,15,80,271.9,2023-02-17 03:51:30
582,28,110,395.47,2023-05-03 00:27:06
583,36,35,30.83,2021-08-20 23:53:51
584,33,184,487.16,2021-04-05 18:16:41
585,18,55,322.04,2021-10-02 06:37:50
586,86,178,170.96,2021-01-10 09:46:08
587,25,64,119.6,2024-09-06 07:58:52
588,55,57,366.95,2021-03-20 02:55:01
589,1,125,111.54,2020-05-22 21:23:57
590,73,183,200.54,2021-03-09 14:43:52
591,57,190,220.63,2021-01-15 08:13:13
592,85,148,96.42,2022-04-01 14:00:27
593,58,186,434.53,2021-08-18 16:43:45
594,22,140,120.15,2021-03-01 18:07:41
595,52,5,373.94,2020-12-07 10:38:57
596,19,133,434.65,2020-05-17 12:35:29
597,43,168,434.56,2024-10-21 17:16:42
598,76,20,206.1,2021-02-03 21:49:24
599,56,2,450.36,2021-08-15 01:44:53
600,83,53,171.87,2024-03-24 04:22:29
601,9,55,71.59,2021-02-14 10:42:44
602,99,106,422.01,2023-09-27 13:09:11
603,31,44,468.22,2021-10-16 14:31:58
604,63,104,123.66,2023-02-24 04:24:32
605,92,171,137.04,2023-03-28 06:48:53
606,100,197,83.1,2020-12-14 13:34:04
